eQkpaikka;tili;Kausi;period;eur
5524;13800;2020;10;-143364,16
5524;13820;2020;10;4848
5524;31020;2020;10;-200
5524;31023;2020;10;-72609,51
5524;31033;2020;10;-23588,76
5524;31043;2020;10;-370
5524;31080;2020;10;-10268,21
5524;32063;2020;10;-3402,34
5524;34193;2020;10;-13730,16
5524;5367;2020;10;6872,57
5524;53690;2020;10;655,2
5524;5377;2020;10;57,61
5524;54310;2020;10;641,67
5524;54410;2020;10;87,5
5524;54470;2020;10;201,81
5524;54480;2020;10;167,46
5524;54640;2020;10;1049,07
5524;54800;2020;10;59,02
5524;55310;2020;10;234,95
5524;56310;2020;10;668,66
5524;56320;2020;10;160,5
5524;56460;2020;10;88,72
5524;56800;2020;10;210,13
5524;57000;2020;10;1672,94
5524;58000;2020;10;1863,24
5524;59000;2020;10;6562,95
5524;60000;2020;10;176,08
5524;6110;2020;10;-2126,91
5524;61100;2020;10;703,15
5524;64600;2020;10;618,5
5524;65500;2020;10;330
5524;65720;2020;10;375
5524;6630;2020;10;8250
5524;67500;2020;10;13426,96
5524;69000;2020;10;5200
5524;8700;2020;10;0,44
5525;31013;2020;10;-616,04
5525;31023;2020;10;-115563,35
5525;32060;2020;10;-9129,12
5525;32063;2020;10;-181,86
5525;53315;2020;10;4715,36
5525;53705;2020;10;240,55
5525;5377;2020;10;72,05
5525;5378;2020;10;40
5525;53895;2020;10;30,84
5525;54315;2020;10;3700,74
5525;54415;2020;10;695,97
5525;54455;2020;10;3262,15
5525;54475;2020;10;1836,19
5525;54485;2020;10;1548,61
5525;54500;2020;10;128
5525;54645;2020;10;349,63
5525;54805;2020;10;18,5
5525;55315;2020;10;1776,36
5525;56315;2020;10;674,1
5525;56325;2020;10;933,42
5525;56465;2020;10;105,51
5525;57005;2020;10;2721,25
5525;58000;2020;10;216,67
5525;58005;2020;10;1248
5525;59005;2020;10;16775,3
5525;60405;2020;10;19,53
5525;6110;2020;10;-1279,18
5525;61105;2020;10;137,12
5525;64625;2020;10;280,19
5525;64705;2020;10;12967,85
5525;65325;2020;10;320,93
5525;65505;2020;10;2044,65
5525;65725;2020;10;472,87
5526;13820;2020;10;925
5526;31023;2020;10;-116378,39
5526;31033;2020;10;-252,56
5526;31043;2020;10;-90
5526;31093;2020;10;-17052,64
5526;32063;2020;10;-910,07
5526;34193;2020;10;-500
5526;53320;2020;10;102
5526;53690;2020;10;366,6
5526;5377;2020;10;79,9
5526;53890;2020;10;30
5526;54310;2020;10;1038,5
5526;54330;2020;10;1170,9
5526;5441;2020;10;98,4
5526;54410;2020;10;417,02
5526;54450;2020;10;217,9
5526;54470;2020;10;62,41
5526;54480;2020;10;1249,92
5526;54530;2020;10;65
5526;54640;2020;10;1020,07
5526;55310;2020;10;1278,21
5526;56310;2020;10;1019,5
5526;56460;2020;10;17,48
5526;57000;2020;10;2695,42
5526;58000;2020;10;545,2
5526;59000;2020;10;12301,74
5526;60000;2020;10;1692,84
5526;60400;2020;10;1907
5526;6110;2020;10;-631,47
5526;61100;2020;10;414,22
5526;64620;2020;10;3861,17
5526;65310;2020;10;262,9
5526;65320;2020;10;115,3
5526;6541;2020;10;-996,72
5526;65410;2020;10;803,81
5526;65500;2020;10;278,35
5527;31023;2020;10;-187399,29
5527;31033;2020;10;-1408,33
5527;31043;2020;10;-1593,75
5527;31083;2020;10;-1428,91
5527;31093;2020;10;-24045,64
5527;31320;2020;10;-1973,33
5527;31790;2020;10;992
5527;32010;2020;10;-1080,24
5527;32050;2020;10;-917,44
5527;32060;2020;10;-4014,94
5527;32063;2020;10;-4000,27
5527;53310;2020;10;9588
5527;53320;2020;10;204
5527;53700;2020;10;702
5527;5377;2020;10;71,53
5527;54310;2020;10;1606,52
5527;54330;2020;10;404,55
5527;54410;2020;10;787,7
5527;54470;2020;10;810
5527;54480;2020;10;577,5
5527;54500;2020;10;105,88
5527;54530;2020;10;157,44
5527;54640;2020;10;1516,6
5527;54800;2020;10;3222,97
5527;55310;2020;10;2340,63
5527;55320;2020;10;515,2
5527;57000;2020;10;10265,02
5527;58000;2020;10;4574,32
5527;59000;2020;10;15717,18
5527;60000;2020;10;1459,61
5527;60800;2020;10;268,8
5527;6110;2020;10;-3657,79
5527;61100;2020;10;431,34
5527;64400;2020;10;86,19
5527;64620;2020;10;939,84
5527;64700;2020;10;7842,1
5527;65310;2020;10;477,4
5527;65320;2020;10;1576,31
5527;65330;2020;10;2524,64
5527;65400;2020;10;403,49
5527;65410;2020;10;-6197,94
5527;65460;2020;10;372,94
5527;65500;2020;10;4610,42
5527;6890;2020;10;-1859,07
5527;68900;2020;10;1494,94
5527;69000;2020;10;21245,12
5527;8028;2020;10;-7,78
5528;31023;2020;10;-174597,56
5528;31033;2020;10;-554,52
5528;31043;2020;10;-38,78
5528;31093;2020;10;-12615,78
5528;32010;2020;10;-2255,35
5528;32060;2020;10;-5078,33
5528;53310;2020;10;6618
5528;5377;2020;10;50,39
5528;55310;2020;10;533,61
5528;57000;2020;10;8922,3
5528;6750;2020;10;151,48
5528;67500;2020;10;23627,39
5529;31023;2020;10;-150255,54
5529;31033;2020;10;-10394,36
5529;31043;2020;10;-854,3
5529;31080;2020;10;-11634,98
5529;31083;2020;10;-4562,84
5529;31090;2020;10;-2258,28
5529;31093;2020;10;-32454,85
5529;34193;2020;10;-415,54
5529;53315;2020;10;5753,38
5529;5377;2020;10;76,9
5529;53835;2020;10;460,13
5529;54315;2020;10;849,48
5529;54415;2020;10;1495,95
5529;54485;2020;10;170,3
5529;54505;2020;10;262,93
5529;54645;2020;10;45,51
5529;55315;2020;10;257,88
5529;55325;2020;10;527,89
5529;56315;2020;10;700,41
5529;56465;2020;10;664,83
5529;56805;2020;10;1292,21
5529;57005;2020;10;1549,8
5529;58005;2020;10;1511,15
5529;59005;2020;10;4533,99
5529;60005;2020;10;739,79
5529;6110;2020;10;-162,73
5529;61105;2020;10;171,83
5529;6230;2020;10;131,93
5529;62300;2020;10;3795,58
5529;6300;2020;10;-0,18
5529;64625;2020;10;151,55
5529;64705;2020;10;84,95
5529;65325;2020;10;1474,78
5529;65335;2020;10;510,11
5529;65415;2020;10;483,12
5529;65465;2020;10;751,46
5529;65505;2020;10;1922,44
5529;65705;2020;10;236,64
5529;67505;2020;10;87971,25
5529;8028;2020;10;-0,41
5530;31023;2020;10;-111892,55
5530;31033;2020;10;-6768,09
5530;31083;2020;10;-2857,4
5530;31093;2020;10;-5401,69
5530;32060;2020;10;-2840,83
5530;53315;2020;10;6621,46
5530;5377;2020;10;81,58
5530;54315;2020;10;345,42
5530;54335;2020;10;126,76
5530;54415;2020;10;389,86
5530;54485;2020;10;526,81
5530;54505;2020;10;743,22
5530;54645;2020;10;761,68
5530;54805;2020;10;285,42
5530;54915;2020;10;97,52
5530;55315;2020;10;891,58
5530;56315;2020;10;933,65
5530;56325;2020;10;2196,53
5530;56465;2020;10;103,04
5530;57005;2020;10;4425,4
5530;59005;2020;10;15148,13
5530;60005;2020;10;562,98
5530;60805;2020;10;36,28
5530;6110;2020;10;-396,88
5530;61105;2020;10;109,65
5530;64705;2020;10;5449,56
5530;65415;2020;10;193,5
5530;67505;2020;10;49664,34
5531;31013;2020;10;-600
5531;31023;2020;10;-42444,91
5531;31033;2020;10;-25313,09
5531;31080;2020;10;-400
5531;31083;2020;10;-312,12
5531;31093;2020;10;-4343,1
5531;32010;2020;10;-284,52
5531;34193;2020;10;-2332,8
5531;53315;2020;10;4967,58
5531;5377;2020;10;63,02
5531;54315;2020;10;197,11
5531;54415;2020;10;212,71
5531;54475;2020;10;425,42
5531;54640;2020;10;-166,75
5531;54645;2020;10;363,78
5531;54915;2020;10;36,42
5531;55315;2020;10;852,54
5531;56315;2020;10;800,49
5531;56325;2020;10;783,86
5531;56465;2020;10;119,38
5531;57005;2020;10;1988,95
5531;59005;2020;10;979,94
5531;60005;2020;10;1480,09
5531;60805;2020;10;130,9
5531;6110;2020;10;-1755,84
5531;61105;2020;10;888,88
5531;64705;2020;10;1097,36
5532;13800;2020;10;-156489,9
5532;13825;2020;10;5450,79
5532;13855;2020;10;-330391,15
5532;13960;2020;10;1160,18
5532;31020;2020;10;-975,61
5532;31023;2020;10;-250139,3
5532;31043;2020;10;-119,16
5532;31093;2020;10;-31205,83
5532;32010;2020;10;-732,01
5532;32060;2020;10;-7673,98
5532;32063;2020;10;-264,57
5532;32190;2020;10;-669,66
5532;34190;2020;10;-602,79
5532;34193;2020;10;-3292
5532;39000;2020;10;100
5532;53315;2020;10;13910,22
5532;53711;2020;10;28,56
5532;5376;2020;10;699,51
5532;5377;2020;10;60,75
5532;5378;2020;10;60
5532;53785;2020;10;15,28
5532;5379;2020;10;2,95
5532;53831;2020;10;109,19
5532;53835;2020;10;34682,8
5532;54315;2020;10;3254,17
5532;54335;2020;10;423,51
5532;54415;2020;10;11453,16
5532;54455;2020;10;1405,79
5532;54475;2020;10;577,62
5532;54490;2020;10;269,1
5532;54505;2020;10;458,91
5532;54645;2020;10;1319,23
5532;54805;2020;10;3106,6
5532;56315;2020;10;5250,1
5532;56325;2020;10;6322,14
5532;56805;2020;10;1899,35
5532;57005;2020;10;5478,2
5532;58005;2020;10;5910,5
5532;59005;2020;10;69537,79
5532;60005;2020;10;3114,59
5532;60405;2020;10;5130,12
5532;6110;2020;10;-2281,78
5532;61105;2020;10;212,99
5532;62225;2020;10;667,99
5532;64405;2020;10;228,83
5532;64620;2020;10;378,52
5532;64625;2020;10;1855,71
