eQkpaikka;tili;Kausi;period;eur
1141;31023;2020;10;3374,19
1141;31043;2020;10;-456
1141;31093;2020;10;-25036,8
1141;32060;2020;10;-5,69
1141;5377;2020;10;57,4
1141;54410;2020;10;5275,75
1141;54480;2020;10;1020
1141;54640;2020;10;103,61
1141;54800;2020;10;3302,47
1141;56310;2020;10;450
1141;56320;2020;10;391,25
1141;57000;2020;10;2116,4
1141;58000;2020;10;1281,16
1141;59000;2020;10;1728,26
1141;60000;2020;10;394,79
1141;60800;2020;10;303,87
1141;6110;2020;10;-975,15
1141;64650;2020;10;1492,14
1141;65330;2020;10;1730,21
1141;65410;2020;10;2929,9
1141;65500;2020;10;2816,01
1141;8700;2020;10;674,27
1142;13820;2020;10;2744,6
1142;31023;2020;10;-185363,91
1142;31093;2020;10;-18064,58
1142;32190;2020;10;-2205,82
1142;53320;2020;10;195
1142;5377;2020;10;78,66
1142;54310;2020;10;1250
1142;54330;2020;10;60
1142;54410;2020;10;911,24
1142;54470;2020;10;280
1142;54480;2020;10;240
1142;54500;2020;10;4,25
1142;54530;2020;10;65
1142;54640;2020;10;208,55
1142;57000;2020;10;5043,36
1142;58000;2020;10;540,16
1142;59000;2020;10;2200,55
1142;60000;2020;10;840,66
1142;6110;2020;10;-868,78
1142;64620;2020;10;113,5
1142;65400;2020;10;1592,01
1142;65500;2020;10;105
1143;31023;2020;10;-59213,3
1143;31033;2020;10;-10945,86
1143;31043;2020;10;-590,39
1143;31080;2020;10;-68,42
1143;31083;2020;10;-12158,77
1143;31093;2020;10;-25806,28
1143;32060;2020;10;-7457,92
1143;32190;2020;10;-1176
1143;34193;2020;10;-85364
1143;5377;2020;10;83,94
1143;5378;2020;10;11,52
1143;54315;2020;10;811,78
1143;54415;2020;10;1196,63
1143;54475;2020;10;1020,84
1143;54485;2020;10;1045,51
1143;54645;2020;10;515,11
1143;54805;2020;10;1340,36
1143;54915;2020;10;22,77
1143;55315;2020;10;812,28
1143;56315;2020;10;1641,81
1143;56465;2020;10;554,19
1143;57005;2020;10;3577,08
1143;57505;2020;10;5728,8
1143;58005;2020;10;1571,42
1143;59005;2020;10;14796,24
1143;60005;2020;10;2416,85
1143;6110;2020;10;-1632,18
1143;62135;2020;10;18,82
1143;64705;2020;10;18133,73
1143;65305;2020;10;2018,46
1143;65315;2020;10;858,54
1143;65325;2020;10;6589,07
1143;65335;2020;10;31477,34
1143;65465;2020;10;852,43
1143;65505;2020;10;3087,06
1143;65705;2020;10;260,07
1143;80224;2020;10;-68,55
1144;13825;2020;10;11861,35
1144;31023;2020;10;-76384,18
1144;31033;2020;10;-19566,4
1144;31043;2020;10;-4249,3
1144;31080;2020;10;-5043,81
1144;31083;2020;10;-600
1144;31093;2020;10;-100851,91
1144;32013;2020;10;-1725,3
1144;32193;2020;10;-248
1144;34193;2020;10;-83020,01
1144;5377;2020;10;59,12
1144;54315;2020;10;4433,16
1144;54335;2020;10;495,88
1144;5441;2020;10;3383,82
1144;54415;2020;10;2719,37
1144;54475;2020;10;3206,75
1144;54485;2020;10;2631,31
1144;54495;2020;10;128,01
1144;54505;2020;10;145,1
1144;54535;2020;10;229,59
1144;54645;2020;10;412,33
1144;54805;2020;10;372,18
1144;55315;2020;10;530,29
1144;56315;2020;10;4680,01
1144;56465;2020;10;994,44
1144;56805;2020;10;991,39
1144;57005;2020;10;6561,18
1144;58005;2020;10;6669,27
1144;59005;2020;10;20457,63
1144;60005;2020;10;3210,21
1144;60405;2020;10;204,55
1144;6110;2020;10;-1169,34
1144;64625;2020;10;1332,36
